index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
247,Peach Shine Lip Care,Beauty & Hygiene,Skin Care,Himalaya,112.5,150,Lip Care,4,"Moisturizes your lips to keep them soft and supple. Shine with Himalaya Herbals naturally glossy Peach Shine Lip Care. Our luxurious lip balm moisturizes your lips to keep them soft and supple. The moisture-retention formula with skin soothers makes your lips naturally glossy while the antioxidants and natural actives care for your lips by protecting them from environmental damage. Enriched with 100% natural colour, Vitamin E and antioxidants, Peach Shine Lip Care is free from preservatives, petroleum jelly, mineral oil and silicone. Not tested on animals."
248,Skincare Hand Wash Refill,Beauty & Hygiene,Bath & Hand Wash,Dettol,218,218,Hand Wash & Sanitizers,4.3,"Be 100% sure to protect your skin from 100 illness-causing germs and bacteria. Use Dettol's Skincare Germ Protection Handwash Liquid Soap pH balanced formula every day and keep your hands hygienically clean and refreshed. This hand wash provides a soft and rich lather, leaving behind clean hands and fragrance. The trusted germ-protection modus operandi acts like a barrier between your hands and a wide range of unseen germs. The soap-free formula with glycerin makes sure to keep your skin moisturised, while the plant-derived cleansers help ensure thorough cleaning.
Dettol handwash also contains more than 85% naturally derived ingredients with no TCC & Triclosan, giving another healthy reason for handwashing whenever in need. Wash hands properly with Dettol and helps keep your family healthy! Safety Information: Keep out of reach of children unless under adult supervision. Avoid direct contact with eyes. For external use. In case of contact with eyes, rinse immediately with plenty of water. If persistent irritation occurs, seek medical attention."
249,4mm Aluminium Induction Base Chapati Roti Tawa - Silver,"Kitchen, Garden & Pets",Cookware & Non Stick,HAZEL,649,1289,Tawa & Sauce Pan,,"Hazel Aluminium Tawa has an ergonomic design for ease of use. It features an ergonomic handle for easy function. This Induction Base Tawa is highly durable and is made of fine quality material making it long-lasting. It is easy to clean and wash. It is highly durable and has a comfortable handle making it easy to carry. It ensures even heat distribution and fast cooking. It is used to make chapatti, roti, paratha, etc."
250,Mix - Rava Idli,Snacks & Branded Foods,Ready To Cook & Eat,Grb,110,110,Breakfast & Snack Mixes,4.1,Rava idly is a trendy breakfast recipe and is consumed either during breakfast or evening snack time. GRB's flavor enhancers like Cashew nuts are included in the Rava idly. It mixes well with valid traditional coconut chutney.
251,Impress Concentrated Perfume Free From Alcohol For Male,Beauty & Hygiene,Fragrances & Deos,Ajmal,300,500,Attar,,"A hot new flame for men. A burning passion, sizzling chemistry, hearts on fire, pulses set alight and a man who blazes a trail where women follow. Just some of the benefits of the spicy and sizzling fragrance of spark!"
252,Skin Awakening Rinse,Beauty & Hygiene,Skin Care,Kaya Clinic,432,480,Face Care,5,"Specially formulated by kaya dermatologists, skin awakening rinse is a multi-vitamin shimmering cleanser that is designed to wash away make-up and impurities without altering skins natural moisture balance."
253,Pacific Steel Insulated Vacuum Flask,"Kitchen, Garden & Pets",Flask & Casserole,BB Home,609,999,Vacuum Flask,,"BB Home Vacuum insulated double wall flasks are optimal for storing hot or cold liquids for long periods. Suitable for storing liquids only. Complete stainless steel body Vacuum insulated flask. Ergonomic design for easy maintenance, handling and reducing discomfort. 100% leaf proof, stain-free, odour free, this is made from food-grade stainless steel. Carbonated or aerated liquids must be avoided, as it may cause damage to the product. These are very high-quality steel vacuum flask with aluminium foil between the walls to maintain temperature for 12 hours for hot and cold liquids. Electropolished interiors for resisting steel corrosion which is not available in many branded flasks in the market. Why spend more money on pricey branded flasks, when you get the same finest quality flask at cheaper rates here."
254,Regenerist - Advanced Anti-Ageing Revitalising Hydration Skin Cream Moisturizer SPF 15,Beauty & Hygiene,Skin Care,Olay,1049.25,1399,Face Care,4.1,"Olay Regenerist offers advanced appearance correcting anti aging skin care products that help regenerate skins appearance without drastic measures. Formulated with an exclusive Olay amino-peptide + B3 complex, Regenerist incorporates other proven anti-aging ingredients such as vitamin E, pro-vitamin B5, green tea extract, allantoin, and glycerin. Olay Regenerist renews skins outer layer one cell at a time, helps regenerate its appearance quickly and strengthens its moisture barrier."
255,Cotton Swabs,Beauty & Hygiene,Health & Medicine,SINWUAS,39,69,Cotton & Ear Buds,,Keep yourself groomed and hygienic as you use these cotton earbuds. The earbuds are composed using cotton to offer a smooth and soft experience to the user. The cotton swabs protect your eardrum and let you clean off the dirt with much ease and care.
256,"Tropical Fruit Pudding - Lychee, Mango, Strawberry Flavoured",Gourmet & World Food,Chocolates & Biscuits,Cocon,63.75,75,"Marshmallow, Candy, Jelly",4,"Translucent cubes chewy, jelly sweetened and flavored pudding"
257,Pippali Fruit Powder - Supports Healthy Digestive & Immune System,Beauty & Hygiene,Health & Medicine,Bixa Botanical,595,595,Ayurveda,,"Pippali, Pimpali or Piper Longum (Latin, linn) is an indigenous plant to North- eastern & southern india and Ceylon, cultivated in Eastern Bengal. Pippali is the term applied to the fruit of piper longum. Pippali is a powerful Rejuvenating herb that strengthens and nourishes the body. Piper Longum is useful in various ailments especially of respiratory tract, digestive system, genital system, Skin, Liver & spleen. As per Ayurvedic textual reference Pippali is better for Vitiated Vatta, Kapha of the body & is hot, pungent in quality. From ancient time Pippali Powder when taken with honey is found useful for removing extra phlegm, relieve cough & cold, sore throat & hiccups. Ayurveda also mentions utility of Pippali Powder with Jaggery (twice in quantity) - useful in loss of appetite, indigestion, chronic fever, anaemic conditions and intestinal worms. Various basic formulations are made using Pippali as important ingredient in Ayurveda, which are used in stomach problems like flatulency, colic, indigestion, fullness etc. 
Scientific study shows presence of Piperlongumine & other useful alkaloids in Pippali which has various beneficial actions like stopping excessive cell growth, as an antioxidant, relieving from chronic bronchitis & bacterial infections of lungs. Piper longum has also shown promising action in Joint inflammations as pain reducer and anti-rheumatic agent. 
Externally - oil containing Pippali and ginger is applied in sciatica & paraplegia as rubefacient and pain reducer."
258,Salt & Peeper Shaker Masala Dabbi With Window,"Kitchen, Garden & Pets",Kitchen Accessories,Ritu,89,125,Kitchen Tools & Other Accessories,3.2,"A masala box (or masala dabbi, dabbe, or dabba) is a popular spice storage container widely used in Indian kitchens."
259,Organic - Triphala Powder,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,94.05,99,Organic Masalas & Spices,4.2,"Helps in digestion, improves blood circulation, helps in weight loss, regulates blodd pressure."
260,Aeda Glycerine Bathing Bar - Natural Green,Beauty & Hygiene,Bath & Hand Wash,K.P. Namboodiris,35,35,Bathing Bars & Soaps,4.7,"Protect the skin from environmental damages and act as anti-ageing agent.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
261,Chicken Cocktail Sausage,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho,171.6,220,Chicken Sausages,,"Chicken Cocktail Sausage is made with premium ingredients, giving you the perfect blend of flavours. Easy to cook, this is a perfect option to tame your hunger pangs. Indulge in some premium taste with Fresho."
262,Sun Expert Fairnes Sunscren Lotion SPF 30 PA++,Beauty & Hygiene,Skin Care,Lakme,385,385,Body Care,4.5,"SPF 30 is a measure of protection for the skin from UVB rays and broad spectrum UV protection, Keeps your skin looking fresh and oil-free, PA+ is a measure of protection for the skin from the harmful UVA rays, Helps lighten your skin tone on regular usage.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
263,Cotton Pads,Beauty & Hygiene,Health & Medicine,Tulips,80,80,Cotton & Ear Buds,4.4,"Cotton pads are pads made of cotton  For Beauty tips, tricks & more visit https://bigbasket.blog/"
264,Ashwagandha Powder,Gourmet & World Food,Drinks & Beverages,NUTRIWISH,400,400,Health Drinks,2.5,"Reap the benefits of a rejuvenating tonic and an anti-inflammatory agent in Nutriwish Ashwagandha Powder. Known as one of the most powerful herbs in Ayurvedic healing, Nutriwish Ashwagandha Powder helps to assist the body to adapt to the negative effects of chronic stress by increasing energy, strength, and stamina. Make the most of this Indian ginseng, by having a beverage that contains a teaspoon of powdered ashwagandha before bedtime."
265,Frozen - Mixed Vegetables,Snacks & Branded Foods,Frozen Veggies & Snacks,Safal,93.5,110,Frozen Vegetables,4.1,"A packet of Safal frozen mixed vegetables is what you need after a hard day's work when you want to spend a minimum amount of time cooking. The vegetables are peeled and finely diced into small pieces, and they are frozen when fresh using the revolutionary individual quick freezing technique. This helps preserve the nutritional content and flavour of the vegetables."
266,Masala - Kitchen,"Foodgrains, Oil & Masala",Masalas & Spices,Aachi,29.7,33,Blended Masalas,5,"Kitchen King Masala is a perfect multi-utility blend to add taste and colour to of your gravy dishes in a very tasty. The masala Works magic even when used in Paneer Butter Masala Egg-Curry, Veg. Kofta and manyMore"
267,Mustard/Sasive/Rai - Big,"Foodgrains, Oil & Masala",Masalas & Spices,bb Royal,30,50,Whole Spices,4.2,"Mustards are an integral part of the kitchen spices. Used mainly for seasoning in any Indian dish. Releases a wonderful aroma making the dish taste perfect and making it look complete. Be it chutneys or dhoklas or curries, mustard seeds are a must. You can add this mustard to any Indian curry to enhance its taste. Use it with other spices as part of your spice-mix or make a paste for everyday use."
268,Ayurvedic Soap,Beauty & Hygiene,Bath & Hand Wash,Chandrika ,230.4,288,Bathing Bars & Soaps,4.4,"Chandrika has been the beauty secret of millions of women over the world. Today, it is one of the most trusted brands in South India, with its pure ayurvedic ingredients known to cure skin problems and give a clear and flawless skin, naturally. Made with the purest coconut oil and best of ayurvedic herbs, Chandrika is safe and effective."
269,"Glass Matt Finish Bottle With Plastic Cap - Blue, BB1324","Kitchen, Garden & Pets",Storage & Accessories,DP,169,309,Water & Fridge Bottles,,"Keep yourself hydrated by carrying this smart-looking bottle whenever stepping out from the house. The glass body offers excellent finishing with enough durability and strength. It comes with a holder strap, which allows you to hold with much ease and convenience. This bottle can fit anywhere and is designed to slip into your office bag, purse or sports bag, as this bottle takes up minimal space."
270,Perfume - Youth Dew EDP Spray,Beauty & Hygiene,Fragrances & Deos,Estee Lauder,3500,3500,Eau De Parfum,,"Top notes are aldehydes, orange, spices, peach, bergamot, narcissus and lavender; middle notes are cinnamon, cassia, orchid, jasmine, cloves, ylang-ylang, rose, lily-of-the-valley and spicy notes; base notes are tolu balsam, peru balsam, amber, patchouli, musk, vanilla, oakmoss, vetiver and incense. Fragrance Type- Oriental Spicy  For Beauty tips, tricks & more visit https://bigbasket.blog/"
271,Cotton Swabs,Beauty & Hygiene,Health & Medicine,Tulips,109,109,Cotton & Ear Buds,4,"Cotton swabs consist of a small wad of cotton wrapped around one or both ends of a short rod, usually made of either wood  For Beauty tips, tricks & more visit https://bigbasket.blog/"
272,Organic Idly - Oats,Snacks & Branded Foods,Ready To Cook & Eat,Aaha Oho,125,125,Breakfast & Snack Mixes,,"Oats are rich in fibre and minerals. Oats is presented in a convenient form and adopted in a south Indian breakfast style. Rich in antioxidants, oats lowers the cholesterol level and improves blood sugar control. Oatmeal is very filling and it helps to lose weight. Certified organic products are only used to make this product."
273,Red Curry,Gourmet & World Food,Cooking & Baking Needs,Real Thai,270,270,"Curry Paste, Coconut Milk",4.4,"Real Thai Red Curry with Vegetables is ready to cook meal packet. You just need to cook or microwave it and it can be served with Real Thai Jasmine Rice.
Benefits 
1. Made with all-natural ingredients.
2. Tasty and healthy, it's ready to eat product."
274,Hareli Kitchen Jar,"Kitchen, Garden & Pets",Crockery & Cutlery,Pasabahce,409,502,Glassware,,"These Pasabahce glass jars are made from high-quality glass raw material. The capacity of these jars is 635 ml each. These are airtight in nature & featured with 100% clarity, extra strong, heavy bottom, freezer safe, no sharp edges, no wobbling, odorless & also dish washer safe. These are ideal for storing snacks, pulses & other food articles."
275,Heavy Starch - Lemon Fresh Scent,Cleaning & Household,All Purpose Cleaners,Faultless,285,285,Imported Cleaners,4.5,Faultless Heavy Strach Lemon Fresh sprays on consistently with its button technology. It helps maintain your shits clean. Appear professional and fresh all the day. It makes ironing simpler and with no clogging thanks to its expert formula. It can be used on all washable garments.
276,United Dreams Go Far Eau De Toilette,Beauty & Hygiene,Fragrances & Deos,United Colors Of Benetton ,1330,1900,Eau De Toilette,5,"The new men's fragrance from the United Dreams collection is dedicated to any man who loves letting loose and living in the moment. Fresh and energetic, this perfume perfectly embodies a strong and brave attitude. Its vitality is expressed via marine and lime features that combine with hints of cardamom, lavender and lotus spices. A mix that is intensified by dashes of musk, cedarwood, and amber."
277,Ayurvedic Jamun Powder,Beauty & Hygiene,Health & Medicine,Meghdoot,60,60,Ayurveda,,"Meghdoot's Jamun Powder is an ayurvedic remedy which helps in controlling blood sugar level. This helps in controlling diabetes and also helps in regulating carbohydrate metabolism, stomach related disorders such as indigestion and constipation can also be relieved by its use. It is made using herbal formulation that it is safe to use. It helps to manage cholesterol levels in the body."
278,So Soft 2 Ply Face Tissue Box,Cleaning & Household,"Disposables, Garbage Bag",Origami,140,140,"Paper Napkin, Tissue Box",4.1,"Origami presents premium imported tissues which are highly absorbent and soft. These multipurpose tissues can be used in your workplace, home and even while you are traveling. These tissues are made using virgin fiber to deliver superior quality and hygiene. They are soft and absorbent, and also made from recycled material from regenerative forest sources. So every time you use one of the tissues, you do so without impacting the environment. So go ahead and pull away!  For Beauty tips, tricks & more visitÃ‚ https://bigbasket.blog/"
279,"Pomegranate - Single Serve, Peeled",Fruits & Vegetables,Fresh Fruits,Fresho,34,42.5,"Cut Fruit, Tender Coconut",,"We've eliminated the messy step of removing the peel of pomegranate.
Savour the luscious seeds without any effort through Fresho's pomegranates.
With ruby color and an intense, floral, sweet-tart flavour, the pomegranate delivers both taste and beauty. 
Do not forget to check our delicious fruit recipe -  https://www.bigbasket.com/cookbook/recipes/1229/pomegranate-cooler/"
280,Stevia Spoonable - Powder,Gourmet & World Food,Cooking & Baking Needs,So Sweet,320,320,Exotic Sugar & Salt,3.9,"So Sweet Stevia Powder is made of 100% natural Zero calorie sweetener and in the best and healthiest alternative to sugar and artificial sweeteners. So Sweet Stevia Powder can be used in beverages or can be used for cooking, boiling or baking.  It contains no calories, no carbohydrates, no artificial ingredients and it doesn't have bitterness or aftertaste. It is a verified Non-GMO product and is safe for diabetics. 100% natural extraction process of sweetener is done using only water."
281,Ylang Ylang Essential Oil,Beauty & Hygiene,Skin Care,Aloe Veda,351,390,Aromatherapy,3,"This Ylang ylang flower is an aphrodisiac and its flowers are strewn on the beds of Indonesian newlyweds. This Essential Oil relaxes, reduces muscle tension and is a good antidepressant and leaves you in a state of euphoria. It has been traditionally used as an aphrodisiac, and is supportive for conditions of over-excitation and temper. Used in hair preparations to promote thick and shiny hair, also to add luster to skin."
282,Toor/Arhar Dal,"Foodgrains, Oil & Masala",Dals & Pulses,bb Popular,128,160,"Toor, Channa & Moong Dal",,"Toor Dal is not only delicious but also has nutritional value. It contains a good amount of fiber. Toor dal is an excellent source of nutrients and plant protein, and it also contains dietary fiber. In essence, legumes are nutritional though they represent a low-fat and low-cholesterol alternative. Legumes such as toor dal provide essential nutrients, fiber and protein for vegetarians. Toor dal rich in protein, vitamins and iron is often served with rich spices over rice and Rotis."
283,Peristaltic Nipple - 'S' Hole,Baby Care,Feeding & Nursing,Pigeon Baby,99,99,Sippers & Bottles,,"This nipple is of perfect shape and size to fit into the sucking fossa of the baby. The inner vertical lines make it collapse-resistant and the textured surface allows the baby to latch on easily. It is 100% silicone nipple, super soft and flexible, allows natural and smooth tongue movement. The air ventilation system reduces intake of gas, which is the potential cause of colic."
284,Fragrance Body Spray - Cool Blue,Beauty & Hygiene,Fragrances & Deos,Park avenue,159.5,290,Men's Deodorants,3.5,"Cool Blue opens with oceanic cool fresh notes that shall remind you of a beach vacation, powered by a combination of spicy clove with citrusy lemon. Nice fruity heart blended with the heavy woody character helps to hold the fragrance for a long time on the body.For Beauty tips, tricks & more visit https://bigbasket.blog/"
285,Vitamin C Brightening Peel Off Mask,Beauty & Hygiene,Skin Care,StBotanica,499,499,Face Care,,"St. Botanica Vitamin C Brightening Peel Off Face Mask is a luxurious blend of vitamin C and premium plant extracts for whitening and brightening your complexion. It is an effective product to detoxify the skin, nourish it and reveal clear glowing skin. The peel-off face mask helps remove the deep-seated dirt trapped in the skin pores. By unclogging the pores, it helps your skin to breath and diminishes breakouts. Vitamins and bioactive constituents of the plant extracts penetrate the skin and nourish the dermis. This helps decrease excess melanin synthesis and gives your skin a lighter appearance. The nutrient-rich face mask also helps in firming the skin. Multiple Benefits of Vitamin C: Vitamin C is blessed with multiple skin-friendly properties. It’s a powerful antioxidant for neutralizing free radicals that damage the skin cells. Its anti-ageing effect, an obvious outshoot of its antioxidant property, helps restore the youthful texture and tone of the skin. For restoring your natural complexion you need vitamin C. It helps lightens dark spots and fades blemishes. Skin nurtured by this amazing nutrient boasts of a flawless complexion. Skin Detoxification: Multani mitti, the base ingredient of the face mask, is a powerful absorbent. It draws out toxins, impurities and microbes from the skin and leaves your skin feeling squeaky clean and refreshed. Hydrated & Soft Skin: The peel-off face mask absorbs excess oil from the skin without disrupting your skin’s oil balance. It contains hyaluronic acid, your skin’s natural humectant. The high concentration of hyaluronic acid in the dermis gives your skin the plumped up appearance. Light Radiant Complexion: Orange and lemon peel extracts infused in the face mask supports fair spotless complexion. Liquorice helps in lightening the skin tone. Turmeric boosts your skin’s radiance. Cucumber has a soothing effect on the skin. Green tea extract is loaded with antioxidants that protect the skin from free radicals and maintains your naturally glowing complexion. Vitamin C for a clear, even, radiant complexion. Removes impurities and absorbs excess oil."
286,Almond & Rose Soap Value Pack,Beauty & Hygiene,Bath & Hand Wash,Himalaya,131.2,160,Bathing Bars & Soaps,4.3,"Himalaya Almond & Rose Soap combines 10% natural actives to restore the body's water content. This non-greasy soap leaves skin feeling soft, supple and toned. Blended with all natural ingredients such as Almond Oil and Persian Rose, this body soap deeply penetrates into the skin to hydrate it completely."
287,Yippee Noodles - Magic Masala,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Sunfeast,61.2,68,Instant Noodles,4.3,"Sunfeast YiPPee! Magic Masala Noodles are sure to make for a quick, tasty and wholesome meal for your kids. Made with the finest ingredients and the goodness of real vegetables, YiPPee!'s delicious mix of Indian spices give it the much loved magical masala taste. Sunfeast YiPPee! comes packed in a unique round block, which ensures you get long, non-sticky and slurpy tasty instant noodles every time.
Relish them as a tasty snack in the evening, as a wholesome noodle meal which has the right nutrition and a source of Calcium, Vitamin C, Iron Folic acid and Protein, or for a midnight craving munch - perfect for when you want something quick and tasty."
288,Fields Of Gold Organic Foxtail Millet,"Foodgrains, Oil & Masala",Dals & Pulses,PRISTINE,90,90,Cereals & Millets,4.5,"Foxtail Millet is traditionally grown food and a storehouse of nutrition – their resilience makes them organic by nature. This is one of the healthiest food options. Rich in high nutritious value, it is good for health."
289,Arrabbiata Tomato Pasta Sauce With Chilli,Gourmet & World Food,"Sauces, Spreads & Dips",Montanini,325,325,Mustard & Cheese Sauces,5,
290,"Wood - Centre Filled Bar Infused With Dark Mousse, Cinnamon & Coffee",Snacks & Branded Foods,Chocolates & Candies,Fabelle,350,350,Chocolates,4.5,"Experience a unique woody chocolate taste as you bite into delectable dark chocolate shells to discover dark mousse infused with cinnamon and coffee. Handcrafted by Master Chocolatiers, Fabelle Wood has been inspired by the mystical element of nature – Wood. Created with premium ingredients in India, where high-quality cocoa meets premium ingredients – cinnamon and coffee. Relax and unwind as you indulge in this luxurious center-filled dark chocolate bar.
The richness of this dark chocolate bar is only elevated with a punch of coffee and spiciness of cinnamon. It evokes a multi-sensorial experience as it teases you with its rich aroma, smooth texture and indulgent taste before hitting you with woody and intense taste. A perfect cure for Monday blues or a mid-day or post-dinner indulgence. Whenever the mood strikes, irrespective of the time and day, this center-filled luxury chocolate will lift your spirits.
Fabelle Launched in April 2016. It has redefined the way the country experiences chocolates. It’s unique offerings in the luxury and premium chocolate segment, is quite unlike anything that’s available in the market today. Its luxurious range of chocolates are Made in India after sourcing the finest single-origin cacaos from Africa and Latin America and blending it with exotic ingredients."
291,Basil Seed Drink - Orange,Gourmet & World Food,Drinks & Beverages,Fruitoria,84.15,99,Gourmet Juices & Drinks,,"This refreshing and healthy Basil seed drink is the perfect, healthy drink to quench thirst. Basil seeds are known for their health benefits, which includes, reducing stress, cooling the body and facilitating digestion. The drink can also be enjoyed as an accompaniment for snacks, or as a flavourful thirst quencher."
292,Solution Anti Blackhead/Whitehead Masksheet (Pack of 10),Beauty & Hygiene,Skin Care,The Face Shop,900,1500,Face Care,,"This basic mask sheet line that provides an honest solution to solve skin troubles, The Solution Pore Care Face Mask by Faceshop is your ultimate beauty saviour! This face mask features a light-as-air sheet that feels soft and weightless on skin. The serum containing ingredients that provide pore care properties that help achieve a stunning texture. Bye bye, bad skin! It is enriched with rich essentials to help achieve smooth and healthy skin. This product is dermatologically tested and created to give you a gorgeous Korean beauty experience. Beauty treasure for millions around the globe, Faceshop is a South-Korea based skincare line that provides fabulous goodies for your beauty rituals. Ranging affordable high-quality products born from botany, this sensational brand believes in creating products that stem from a lovely concept of Science meets Beauty. In a nutshell, Faceshop is your ultimate dream destination to treat your skin to its best beautiful.This basic mask sheet line that provides an honest solution to solve skin troubles. The Solution Firming Face Mask by Faceshop is your ultimate beauty saviour! This face mask features a light-as-air sheet that feels soft and weightless on skin. The serum containing Ceramides provides a moisturizing solution to dry, rough skin. Bye bye, bad skin! It is enriched with rich essentials to help achieve smooth and healthy skin. This product is dermatologically tested and created to give you a gorgeous Korean beauty experience. Beauty treasure for millions around the globe, Faceshop is a South-Korea based skincare line that provides fabulous goodies for your beauty rituals. Ranging affordable high-quality products born from botany, this sensational brand believes in creating products that stem from a lovely concept of Science meets Beauty. In a nutshell, Faceshop is your ultimate dream destination to treat your skin to its best beautiful.This basic mask sheet line that provides an honest solution to solve skin troubles, The Solution Nourishing Face Mask by Faceshop is your ultimate beauty saviour! This face mask features a light-as-air sheet that feels soft and weightless on skin. The serum containing Ceramides provides a moisturizing solution to dry, rough skin. Bye bye, bad skin! Enriched with rich essentials to help achieve smooth and healthy skin. This product is dermatologically tested and created to give you a gorgeous Korean beauty experience. Beauty treasure for millions around the globe, Faceshop is a South-Korea based skincare line that provides fabulous goodies for your beauty rituals. Ranging affordable high-quality products born from botany, this sensational brand believes in creating products that stem from a lovely concept of Science meets Beauty. In a nutshell, Faceshop is your ultimate dream destination to treat your skin to its best beautiful.This basic mask sheet line that provides an honest solution to solve skin troubles, The Solution Soothing Face Mask by Faceshop is your ultimate beauty saviour! This face mask features a light-as-air sheet that feels soft and weightless on skin. The serum containing ingredients that provide pore care properties that help achieve a stunning texture. Bye bye, bad skin! It is enriched with rich essentials to help achieve smooth and healthy skin. This product is dermatologically tested and created to give you a gorgeous Korean beauty experience. Beauty treasure for millions around the globe, Faceshop is a South-Korea based skincare line that provides fabulous goodies for your beauty rituals. Ranging affordable high-quality products born from botany, this sensational brand believes in creating products that stem from a lovely concept of Science meets Beauty. In a nutshell, Faceshop is your ultimate dream destination to treat your skin to its best beautiful.This Face Shop soothing jelly essence mask gently soothes fatigued and irritated skin after a hot summer day. This refreshing mask sheet with jelly essence provides an excellent cooling effect and tightens pores. The jelly essence absorbs into skin with no sticky residue to provide a long cooling effect. The face shop soothing jelly mask pore care intense moisture mask sheet is made with 100% peppermint fiber and the natural plant-derived sheet clings comfortably to the skin, soothes skin with moisture and provides a long-lasting cooling sensation."
293,Acno Fight Pimple Clearing Gel,Beauty & Hygiene,Men's Grooming,Garnier Men,104.3,149,Face & Body,3.3,Garnier Men Pimple Clearing Pen is an S.O.S pimple product that fights pimple-causing bacteria and has a lightweight gel formula.  Garnier Men is India's No. 1 Men's Face Wash Brand.
294,Pork Classic Salami,"Eggs, Meat & Fish","Sausages, Bacon & Salami",La Carne,191.25,225,Pork & Ham,,"At La Carne, we take pride in offering products of high quality. La Carne brings to you the authentic taste of premium Imported Pork Products. Quick Freezing technology used to preserve all the goodness and freshness inside. Made with best of European Pork meat, which is lean with low fat. Pork Salami is the mildly flavoured and integral part of any breakfast."
295,Gold Flash - Mosquito Repellent Combo Machine & Refill,Cleaning & Household,Fresheners & Repellents,Good knight,226.16,257,Mosquito Repellent,4.3,"Goodknight Gold Flash is India’s Most Powerful Liquid Vapouriser. It consists of a mosquito repellent cartridge (refill) and clip-on electronic machine. This vapouriser system is powered by Gold Flash technology which has 2 modes - Flash and Normal Mode. Use Flash Mode when there are more mosquitoes, and Normal Mode when there are fewer mosquitoes. Visible powerful Flash vapours instantly spread across the room and drive away mosquitoes, even the hidden ones. Flash mode releases visible vapours for 30 minutes every 4 hours."
296,Stainless Steel Airtight Storage Container - SL-1401,"Kitchen, Garden & Pets",Steel Utensils,Steel Lock,209,269,Steel Storage Containers,3.7,"Stainless Steel Special Airtight Containers uses silicon which keeps food items fresh longer and has all 4 sides locks to prevent spills. It is ideal to carry meals/fruits or any food items to work, travel, school, college outing etc."
297,Organic Idly Podi - Ginger,Snacks & Branded Foods,Ready To Cook & Eat,Aaha Oho,75,75,Breakfast & Snack Mixes,3.9,"This is a Ginger flavour Idly Podi that can be had with Idli, Dosa or Adai/Cheela. Ginger helps in digestion. It contains gingerol, a substance with medicinal properties, that can treat many forms of nausea. The anti-inflammatory effects of ginger can help with osteoarthritis, treat chronic indigestion and help fight infections. Certified organic products are only used."
